PMP,INDICE DE MANTENIMIENTO,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,Inicio,Fín,FP,ESTADO,OBSERVACIONES
2026-1,12,CDT - ENDOSCOPIA,Reprocesadora de endoscopios,CHOYANG,LB-04E,BI-EWRE-1-ABA,IM058-18,1,COMPRA DE SERVICIO,ARQUIMED,,,09. SEPTIEMBRE,1. PENDIENTE,"Solicitar al menos 2 días, coordinar con recambio de OPA / CAMBIO DE FILTROS EN SEPTIEMBRE Y MARZO"
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Tonómetro de aire,HUVITZ,HRK-1,1NT00P18F0004,,1,COMPRA DE SERVICIO,OFTOMED,,,09. SEPTIEMBRE,1. PENDIENTE,
2025-1,12,NEONATOLOGIA,Equipo Hipo/Hipertermia por Manta,GENTHERM,BLANKETROL III,194-3-10085,,1,COMPRA DE SERVICIO,MEDIPLEX,07-10-2025,,10. OCTUBRE,4. EJECUTADO,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ARXN-0051,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0019,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0020,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0021,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0022,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0021,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0022,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASJM-0025,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6046,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6048,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Facoemulsificador,CARL ZEISS,Quatera 700,6407100548,,2,GARANTIA,Megalabs,13-01-2023,13-01-2026,10. OCTUBRE,4. EJECUTADO,
2025-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASDN-0369,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0027,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0028,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0020,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0764,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARZM-0015,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASBK-0386,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0122,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0123,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0124,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0125,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASJM-0065,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0417,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0500,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0202,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0207,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,D-VAPOR 3000,ASEA-1107,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0388,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0434,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0151,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0152,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-1,12,NEONATOLOGIA,Equipo Hipo/Hipertermia por Manta,GENTHERM,BLANKETROL III,194-3-10085,,1,COMPRA DE SERVICIO,MEDIPLEX,,,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ARXN-0051,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0019,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0020,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0021,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASDA-0022,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0021,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Plus,ASEB-0022,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASJM-0025,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6046,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Capnógrafo,Drager,Scio Four Oxi Plus,ASLK-6048,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Facoemulsificador,CARL ZEISS,Quatera 700,6407100548,,2,GARANTIA,Megalabs,13-01-2023,13-01-2026,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASDN-0369,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0027,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador desflorano,Drager,D-VAPOR 3000,ASLK-0028,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0020,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARXM-0764,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ARZM-0015,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASBK-0386,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0122,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0123,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0124,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASDB-0125,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador isoflurano,Drager,VAPOR 2000,ASJM-0065,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0417,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARXM-0500,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0202,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ARYA-0207,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,D-VAPOR 3000,ASEA-1107,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0388,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASEB-0434,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0151,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2026-2,17,PABELLÓN CENTRAL,Vaporizador sevoflurano,Drager,VAPOR 2000,ASLK-0152,,2,CONVENIO,Drager,03-08-2023,03-08-2025,10. OCTUBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023512,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344185,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344186,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344187,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344188,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344190,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346152,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346873,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346874,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346875,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346883,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346885,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346886,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346887,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346888,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346889,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346890,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346897,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346898,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346899,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346916,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346941,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346971,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,13,QUIMIOTERAPIA AMBULATORIA ,Electrocardiógrafo,Mindray,Beneheart R12,FN-0B023299,IM099-23,1,GARANTIA,ARQUIMED,04-04-2023,04-06-2026,11. NOVIEMBRE,1. PENDIENTE,
2025-1,12,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Equipo de Electroestimulación,ENRAF NONIUS,ENDOMED 482,45306,IM114-22,1,GARANTIA,ANDOVER,,,11. NOVIEMBRE,4. EJECUTADO,
2025-1,12,LABORATORIO DE BIOLOGÍA MOLECULAR,Gabinete de Bioseguridad,NUAIRE,NV 540-300E,196614013120,IM007-20,1,COMPRA DE SERVICIO,RAMPER MEDICAL SPA,,,11. NOVIEMBRE,2. SEM EN CURSO,
2026-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM3000LED,522044,IM052-23,1,GARANTIA,GALENICA,27-09-2023,27-09-2026,,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM3000LED,587587,IM050-23,1,GARANTIA,GALENICA,27-09-2023,27-09-2026,,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM3000LED,587591,IM051-23,1,GARANTIA,GALENICA,27-09-2023,27-09-2026,,1. PENDIENTE,
2025-1,12,UNIDAD DE INTERVENCIÓN TERAPÉUTICA MULTIDISCIPLINARIA (REHABILITACIÓN),Ultrasonoterapia combinada,ENRAF NONIUS,SONOPLUS 492,45.083,,1,GARANTIA,ANDOVER,,,11. NOVIEMBRE,4. EJECUTADO,
2025-1,13,UROLOGIA,Electrocardiógrafo,General Electric,Mac1600,SDE13230083NA,IM081-23,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2026-1,13,UROLOGIA,Electrocardiógrafo,General Electric,Mac1600,SDE13230083NA,IM081-23,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2025-1,13,TRAUMATOLOGIA,Electrocardiógrafo,General Electric,Mac1600,SDE14080067NA,IM080-23,1,INTERNO,EEMM,,,01. ENERO,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023512,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344185,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344186,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344187,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344188,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004344190,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346152,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346873,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346874,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346875,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346883,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346885,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346886,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346887,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346888,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346889,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346890,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346897,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346898,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346899,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346916,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346941,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
2026-1,16,NEUROCIRUGIA/NEUROLOGIA,Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004346971,,1,GARANTIA,ARQUIMED,01-12-2022,01-01-2026,11. NOVIEMBRE,1. PENDIENTE,
