PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025-2,EC,URGENCIA OBSTÉTRICA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,385,UOB-006-16,MD029-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6632,11-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6020,UPC-013-21,VM030-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1666,08-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6067,UPC-015-21,VM031-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1674,08-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6010,UPC-016-21,VM036-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1679,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,5537,UPC-018-21,VM032-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6011,UPC-019-21,VM033-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1672,08-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6032,UPC-020-21,VM034-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1668,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,VENTILADOR MECÁNICO INVASIVO,HAMILTON,C6,6047,UPC-021-21,VM037-21,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1683,07-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,386,URG-031-16,MD027-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6764,15-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,344,URG-032-16,MD023-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6697,12-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,350,URG-033-16,MD028-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6696,12-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,348,URG-034-16,MD024-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6762,16-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,370,URG-035-16,MD026-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6695,12-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,360,URG-036-16,MD025-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6763,16-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,331,URG-037-16,MD022-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6761,15-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA,VENTILADOR MECÁNICO DE TRANSPORTE,HAMILTON,T1,7712,URG-044-18,VM029-18,2,EXTERNO,IMEDICA,10-octubre,NO,EJECUTADO,6. CERRADO,FÍSICO,1664,9/10/2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,2026,UTI-011-18,MD036-18,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6634,21-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,UTI,MONITOR DESFIBRILADOR,NIHON KOHDEN,TEC-5631,388,UTI-012-16 (EX UQA-002-16),MD019-16,2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6698,20-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002013813,,MM033-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6816,27-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000613813,,MM034-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6751,24-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002563813,,MM035-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6754,25-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002353813,,MM036-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6768,30-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000093813,,MM037-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6798,7-10-2025,"Se encuentra sin tapa en su batería, equipo operativo.",,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000199813,,MM039-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6824,20-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103000623813,,MM040-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6921,16-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,OBSTETRICIA Y GINECOLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001873813,,MM041-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6922,16-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,RESERVA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001423813,,MM042-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6753,24-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103001983813,,MM043-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6808,19-10-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002493813,,MM044-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6811,19-10-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, no tiene sensor de T°, equipo operativo",,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103004953713,,MM045-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6815,19-10-2025,"Cambio de cable de poder, equipo operativo",,,,,,,,
2025-2,EC,PARTOS,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002303813,,MM046-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6814,19-10-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,REHABILITACIÓN,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002393813,,MM047-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6826,28-10-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - DOLOR,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002443813,,MM058-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6831,03-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,MEDICINA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103004533713,,MM125-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6701,03-10-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEUROLOGÍA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,Welch Allyn,6000 Series,103002023813,,MM126-23(D),2,INTERNO,EEMM,10-octubre,NO,EJECUTADO,6. CERRADO,DIGITAL,6792,3-10-2025,"Pendiente cambio de cable SpO2, equipo operativo.",,,,,,,,
2025-2,EC,CDT - REUMATOLOGÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118005,CDT-001-16,MM259-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117962,CDT-002-16,MM254-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - PATOLOGIA MAMARIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117970,CDT-003-16,MM258-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117953,CDT-004-16,MM253-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6947,24-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,117982,CDT-005-16,MM255-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - DOLOR,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118000,CDT-006-16,MM257-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - DIALISIS,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,NIHON KOHDEN,Vismo PVM-2701,118023,CDT-007-16,MM256-16,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6909,10-11-2025,"Pendiente cambio de mango pani, equipo operativo",,,,,,,,
2025-2,EC,CDT - IMUNOLOGIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM100,CN54507121,CDT-008-16,MM156-16,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT - CARDIOLOGIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119273,CDT-017-18,MM171-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6892,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119257,CDT-018-18,MM164-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6895,22-11-2025,"Pendiente cambio de mango Pani, equipo operativo",,,,,,,,
2025-2,EC,CDT - NEUROLOGIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119261,CDT-021-18,MM173-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6898,22-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - NUTRICIONISTA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119256,CDT-022-18,MM174-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6893,22-11-2025,"Pediente cambio de cable de poder debido a un alto valor resistivo, se cambia SpO2, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119274,CDT-023-18,MM169-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6894,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119270,CDT-024-18,MM168-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6897,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119265,CDT-025-18,MM166-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6938,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - OFTALMOLOGIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119272,CDT-026-18,MM175-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6941,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - ORL,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119264,CDT-027-18,MM176-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6889,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, se realiza cambio dee sensor SpO2, equipo operativo",,,,,,,,
2025-2,EC,CDT - PEDIATRIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119271,CDT-028-18,MM177-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6900,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - UROLOGIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119263,CDT-029-18,MM182-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6937,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119268,CDT-030-18,MM167-18,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119258,CDT-031-18,MM165-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6891,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119275,CDT-032-18,MM170-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6945,24-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - ENDOSCOPIA,MONITOR MULTIPARÁMETROS BAJA COMPLEJIDAD,NORTHER,AQUIARIUS,G1119259,CDT-033-18,MM172-18,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6936,22-11-2025,"Pendiente cambio de cable de poder debido a un alto valor resistivo, equipo operativo",,,,,,,,
2025-2,EC,CDT - ENDOSCOPÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,GENERAL ELECTRIC,B20,SGF14383774WA,END-002-15,MM269-15,2,INTERNO,EEMM,11-noviembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6869,22-11-2025,Equipo operativo,,,,,,,,
2025-2,EC,CDT - ENDOSCOPÍA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,PHILIPS,Efficia CM120,CN54507574,END-004-18,MM157-18,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025,ER,IMAGENOLOGÍA,TAC,SIEMENS,Somaton Definition AS,95877,IMG-R05-16,,3,CONTRATO,SIEMENS,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025,ER,IMAGENOLOGÍA,Mamógrafo Digital,SIEMENS,Mammomat Inspiration,10022,IMG-R06-16,,1,CONTRATO,SIEMENS,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025,ER,LABORATORIO,EQUIPO AUTOMATIZADO MICROBIOLOGÍA (Incubador de hemocultivo),BIOMERIEUX,Bact Alert 3D,501CR5367,LAB-R19-20,,1,COMODATO,BIOMERIEUX,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025,ER,UNIDAD DE MEDICINA NUCLEAR,SPECT CT,SIEMENS,Symbia Intevo Bold,1359,MNU-R04-21,,3,EXTERNO,SIEMENS,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTENSIVO (c/O2),GE - OHMEDA,GIRAFFE OMNIBED,HDGR50151,NEO-004-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTENSIVO (c/O2),GE - OHMEDA,GIRAFFE OMNIBED,HDGR50153,NEO-005-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTENSIVO (c/O2),GE - OHMEDA,GIRAFFE OMNIBED,HDGR50098,NEO-006-12,IN001-12,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50137,NEO-007-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50131,NEO-008-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50151,NEO-009-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50132,NEO-010-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50136,NEO-011-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50135,NEO-012-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHR50133,NEO-014-12,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1278,NEO-015-12,MM188-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1279,NEO-016-12,MM189-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1315,NEO-017-12,MM194-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1316,NEO-018-12,MM195-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1312,NEO-019-12,MM191-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1314,NEO-020-12,MM193-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1275,NEO-021-12,MM185-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1313,NEO-022-12,MM192-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1274,NEO-024-12,MM184-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1280,NEO-025-12,MM190-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,1277,NEO-026-12,MM187-12,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7547,NEO-032-14,MM183-14,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7489,NEO-033-14,MM197-14,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,NIHON KOHDEN,BSM3562K,7395,NEO-034-14,MM196-14,2,INTERNO,EEMM,11-noviembre,NO,,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO (c/O2),GE - OHMEDA,GIRAFFE INCUBATOR,HDHU63056,NEO-035-15,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO (c/O2),GE - OHMEDA,GIRAFFE INCUBATOR,HDHU63058,NEO-036-15,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTENSIVO (c/O2),GE - OHMEDA,GIRAFFE OMNIBED,HDGU63112,NEO-037-15,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO (c/O2),GE - OHMEDA,GIRAFFE INCUBATOR,HDHU63059,NEO-038-15,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA INTERMEDIO,GE - OHMEDA,GIRAFFE INCUBATOR,HDHU63057,NEO-039-15,,2,CONTRATO,PVEQUIP,11-noviembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
