RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432017,NO APLICA,,2022,,,COMODATO,BUENO,50VA,,IM>12,,
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,Pasillo,Apoyo Quirúrgico,Mediano Costo,Unidad electroquirúrgica (electrobisturí),,MEDTRONIC,XPS NEXUS,XP12305027,NO ENCONTRADO,,,,,PROPIO,NO OPERATIVO,300W,,NO APLICA,,"NO OPERATIVO, IM SEGÚN OMS"
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,Pabellon 4,Apoyo Terapéutico,Alto Costo,Vaporizador desflorano,,DRÄGER,D-VAPOR 3000,ASLK-0027,306C1P0606320,,2018,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 1,Apoyo Terapéutico,Alto Costo,Vaporizador desflorano,,DRÄGER,D-VAPOR 3000,ASLK-0028,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador desflorano,,DRÄGER,D-VAPOR 3000,ASDN-0369,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLON 6,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ARXM-0020,NO ENCONTRADO,,2006,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,19-03-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ARXM-0764,NO ENCONTRADO,,2006,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,13-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASDB-0122,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASDB-0123,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 2,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASDB-0124,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASDB-0125,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASJM-0065,NO ENCONTRADO,,2016,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ARZM-0015,NO ENCONTRADO,,2016,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador isoflurano,,DRÄGER,VAPOR 2000,ASBK-0386,NO ENCONTRADO,,2016,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PABELLON 6,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ARXM-0417,NO ENCONTRADO,,2021,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,19-03-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ARXM-0500,NO ENCONTRADO,,2021,,,PROPIO,BUENO,NA,,IM>12,,
ALEXANDRA,27-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,Pabellon 6,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ARYA-0202,NO ENCONTRADO,,2006,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ARYA-0207,NO ENCONTRADO,,2021,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ASEB-0388,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 2,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ASEB-0434,NO ENCONTRADO,,2021,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ASLK-0151,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 1,Apoyo Terapéutico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,VAPOR 2000,ASLK-0152,NO ENCONTRADO,,2018,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,26-02-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,DRÄGER,D-VAPOR 3000,ASEA-1107,NO ENCONTRADO,,2021,,,PROPIO,BUENO,NA,,IM>12,,
HERMAN,31-07-2024,PABELLÓN CENTRAL,PABELLÓN QUIRÚRGICO CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,PENLON,SIGMA DELTA,D0424-0451,NO ENCONTRADO,,2024,,,COMODATO,BUENO,NA,,IM>12,,
HERMAN,31-07-2024,PABELLÓN CENTRAL,PABELLÓN QUIRÚRGICO CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Vaporizador sevoflurano,,PENLON,SIGMA DELTA,D0424-0452,NO ENCONTRADO,,2024,,,COMODATO,BUENO,NA,,IM>12,,
HERMAN,19-03-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Videolaringoscopio,,STORZ,C-MAC 8403ZX,VQ20257,306M1P10106732,,2020,,,PROPIO,BUENO,18W,,NO APLICA,,
DANIEL,21-08-2025,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Videolaringoscopio,,STORZ,C-MAC 8403ZX,WV2795,,,2020,,,PROPIO,BUENO,18W,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432168,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432199,NO APLICA,,2022,,,COMODATO,BUENO,50VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432239,NO APLICA,,2022,,,COMODATO,BUENO,50VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432241,NO APLICA,,2022,,,COMODATO,BUENO,50VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432298,NO APLICA,,2022,,,COMODATO,BUENO,50VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040991,NO VISAULIZADO,,,,,PROPIO,BUENO,370VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040992,NO VISAULIZADO,,,,,PROPIO,BUENO,370 VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040993,306L1P0036386,,,,,PROPIO,BUENO,370VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040996,NO VISAULIZADO,,,,,PROPIO,BUENO,370 VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040997,306L1P0346380,,,,,PROPIO,BUENO,370VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Clínico,Cama electromecánica,,MALVESTIO,346780H,20040998,306L1P0346381,,,,,PROPIO,BUENO,370 VA,,IM>12,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Clínico,Camilla de transporte,,STRYKER,721 STRETCHER,0301 049845,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Clínico,Camilla de transporte,,STRYKER,747,1602 032818,NO REGISTRADO,,2016,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Clínico,Camilla de transporte,,STRYKER,747,1602 032824,306U1P10185313,,2016,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Clínico,Camilla de transporte,,STRYKER,747,1606 038043,NO REGISTRADO,,2016,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Mobiliario,Clínico,Carro de paros,,MALVESTIO,LINKAR,7880,NO REGISTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Bajo Costo,Detector latidos fetales,,EDAN,ED-SD5,460505-M16802770001,NO APLICA,,2016,,,PROPIO,BUENO,35 VA,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Alto Costo,Ecógrafo portátil,,ALOKA,SSD-210DX II,01M16969,NO REGISTRADO,,,,,PROPIO,BAJA SUGERIDA (YA REPUESTO),220 V,,CRÍTICO,"Accesorios, Baterias",
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Mobiliario,Mediano Costo,Frigobar clinico,,HAIER,HYC-68A,BE07T6EONOOQEG9Q0050,306URUR1P10806092,,2018,,,PROPIO,BUENO,84W,,NO APLICA,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,pasillo,Apoyo Terapéutico,Alto Costo,Incubadora de transporte,,DRÄGER,ISOLETTE TI500,KH12790,306L1P0036309,,2018,,,PROPIO,BUENO,270 W,,CRÍTICO,,
HERMAN,21-07-2025,LABORATORIO,2DO PISO LABORATORIO,HEMATOLOGÍA,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,LEICA,DM 1000,306789-092008,NO ENCONTRADO,,,,,PROPIO,BUENO,40 W,,IM>12,Ampolletas,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Microscopio universal,,OLYMPUS,BX-43F,3E45263,NO ENCONTRADO,,2013,,,PROPIO,BUENO,30W,,IM>12,Ampolletas,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,SIN REGISTRO,Apoyo Diagnóstico,Mediano Costo,Monitor cardiofetal,,GENERAL ELECTRIC,COROMETRICS 171,SAS08202140OPA,NO REGISTRADO,,2012,,,PROPIO,BUENO,35VA,,CRÍTICO,,
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Alto Costo,Monitor cardiofetal,,GENERAL ELECTRIC,COROMETRICS 172,SAS08202143PA,NO REGISTRADO,,2008,,,PROPIO,BUENO,50VA,,CRÍTICO,"Accesorios, Baterias",
HERMAN,10-09-2024,PARTOS/PREPARTOS,1ER PISO PARTOS,1ER PISO PARTOS,Apoyo Terapéutico,Alto Costo,Monitor desfibrilador,,NIHON KOHDEN,TEC-5631,3526,,,2020,,,PROPIO,BUENO,300VA,,CRÍTICO,"Accesorios, Baterias",
ALEXANDRA,13-02-2024,PARTOS/PREPARTOS,Parto 1ro,P1013,Mobiliario,Alto Costo,Monitor pani con spo2,,PHILIPS,SURE SIGNS VS2+,CN42718892,NO REGISTRADO,,2015,,,PROPIO,BAJA SUGERIDA (YA REPUESTO),120 VA,,CRÍTICO,"Accesorios, Baterias",
ISAIAS,14-02-2024,UNIDAD PACIENTE CRITICO (UPC),4TO PISO - ALA NORTE - UTI,TN4096,Laboratorio/Farmac,Alto Costo,Armario inteligente auxiliar columna single,,PYXIS,SUPPLY STATION S-30,13714406,POR ASIGNAR,,,,,PROPIO,BUENO,660W,,NO APLICA,,
ALEXANDRA,14-02-2024,UNIDAD PACIENTE CRITICO (UPC),UTI,TN4008,Laboratorio/Farmac,Alto Costo,Armario inteligente auxiliar columna single,,PYXIS,SUPPLY STATION S-30,13741102,POR ASIGNAR,,,,,PROPIO,BUENO,660W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3106,Apoyo Diagnóstico,Bajo Costo,Balanza con tallimetro,,DETECTO,2391M,E26511-0180,306TN3P310601878,,2007,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Diagnóstico,Bajo Costo,Balanza lactante,,DETECTO,4591,E20211-0048,306TN3P313201883,,2012,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Diagnóstico,Bajo Costo,Balanza lactante,,DETECTO,4591,E20811-0043,NO ASIGNADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3106,Apoyo Diagnóstico,Bajo Costo,Balanza lactante,,DETECTO,4591,E20811-0109,306TN3P312801882,,2012,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Diagnóstico,Bajo Costo,Balanza lactante,,DETECTO,4591,E20811-0111,306TN3P313601884,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Diagnóstico,Bajo Costo,Balanza pediátrica,,SECA,725 1021009,2725252081423,306TN3P306901880,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3106,Apoyo Diagnóstico,Bajo Costo,Balanza silla,,DETECTO,4751,SIN SERIE 10,306TN3P309801886,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Base humidificadora,,HAMILTON,H900,1836,NO APLICA,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Base humidificadora,,HAMILTON,H900,1843,NO APLICA,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Base humidificadora,,HAMILTON,H-900,19567,NO APLICA,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,THOMAS,MEDI-PUMP 1636A,30800001959,NO ASIGNADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3092,Apoyo Terapéutico,Bajo Costo,Bomba aspiración universal,,MEDIAIR,1636,SU11L00200,3063PTN309902234,,,,,PROPIO,BUENO,48W,,NO APLICA,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42431943,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3070,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432026,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3073,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432107,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3128,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432127,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3072,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432128,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432130,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3136,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432132,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3069,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432137,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432140,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3071,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432146,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3124,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432149,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3069,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432150,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3070,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432162,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3072,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432184,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3070,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432205,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432218,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3074,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432220,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432233,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3071,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432243,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,TN3128,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,ICU MEDICAL,PLUM 360,42432268,NO APLICA,,2022,,,COMODATO,BUENO,50 VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,PERFUSOR,252824,NO APLICA,,,,,PROPIO,BUENO,20VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,252832,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291515,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291525,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291531,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291548,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291555,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3071,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291600,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291627,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291660,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3075,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291946,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,PEDIATRÍA,TN3086,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,292060,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291546,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
HERMAN,07-02-2024,PEDIATRIA,UCPP,SIN REGISTRO,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,B-BRAUN,INFUSOMAT,291613,NO APLICA,,,,,PROPIO,BUENO,8VA,,IM>12,,
