N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-228-23,2023,23-10-2023,EQUIPAMIENTO,PABELLÓN GINECOLOGICO,6,"01 TOMA DE AIRE DE PARED, 01 TOMA DE OxIGENO DE PARED, 02 FRASCOS, 01 TOMAS DE VACIO DE PARED Y 01 FRASCO DE VACIO",NA,NA,NA
AE-229-23,2023,23-10-2023,EQUIPAMIENTO,PABELLÓN AMBULATORIO,6,"01 TOMA DE AIRE DE PARED, 01 TOMA DE OxIGENO DE PARED, 02 FRASCOS, 01 TOMAS DE VACIO DE PARED Y 01 FRASCO DE VACIO",NA,NA,NA
AE-230-23,2023,24-10-2023,EQUIPO,CDT - REHABILITACIÓN,1,MONITOR DE SIGNOS VITALES,WELCH ALLYN,103002393813,DONACIÓN FEDES
AE-231-23,2023,24-10-2023,EQUIPO,CDT -  BRONCO PULMONAR,1,MONITOR DE SIGNOS VITALES,WELCH ALLYN,103002433813,DONACIÓN FEDES
AE-232-23,2023,24-10-2023,EQUIPO,CDT - CUIDADOS PALIATIVOS,1,MONITOR DE SIGNOS VITALES,WELCH ALLYN,103000803813,DONACIÓN FEDES
AE-233-23,2023,25-10-2023,EQUIPO,PQC,1,MONITOR MULTIPARPAMETROS DE ALTA COMPLEJIDAD,DRAGER,6004516866,Equipo reparado
AE-065-23,2023,25-10-2023,EQUIPO,POLI OTORRINO,1,OTOEMISOR TITAN,INTERACOUSTICS,928308,Reparado por ST
AE-234-23,2023,26-10-2023,EQUIPO,DEVOLUCIÓN DE EQUIPO DESDE LA CLINICA RCR,1,VENTILADOR MECÁNICO DE TRANSPORTE,NEWPORT,HT7P200224,devolución de equipo desde la Clínica RCR a HRC
AE-235-23,2023,03-11-2023,EQUIPO,DEVOLUCIÓN DE EQUIPO A DIRECCIÓN HRC,1,LENTE ÓPTICO ,NA,THIQJ8H200311053,"Devolución de equipo al directo del HRC, para ser enviado a la SR.a Velntina Gonázelz de SSA."
AE-237-23,2023,07-11-2023,EQUIPO,GINECOLOGÍA Y OBSTETRICIA,1,ECÓGRAFO,SAMSUNG,S2A6M3HRB00001W,Préstamo de la UDA al HRC
AE-236-23,2023,13-11-2023,ACCESORIO,PQC,1,PIEZA DE MANO SHAVER,STORZ,VR5179,Equipo no reparado 
AE-238-23,2023,13-11-2023,ACCESORIO,PQC,1,MÓDULO DE PODER PRS,SYNTHES,20972,Equipo no reparado 
AE-239-23,2023,14-11-2023,EQUIPO,UTI,1,MONITOR MULTIPARÁMETROS,MINDRAY,KQ-04039741,Se entrega equipo de forma transitoria hasta que se recupere el equipo que fue a ST. 
AE-240-23,2023,14-11-2023,EQUIPO ,URGENCIA,1,VENTILADOR MECÁNICO ,HAMILTON,7712,Operativo
AE-241-23,2023,14-11-2023,EQUIPO ,URGENCIA,1,VENTILADOR MECÁNICO ,NEWPORT,HT7P200224,Equipo se devuelve a la Unidad de Urgencia
AE-242-23,2023,16-11-2023,EQUIPAMIENTO,PQC,1,PIEZA DE MANO SHAVER ,KARL STORZ,OR4282,"Equipo usado, se adquiere para suplir la necesidad de nuestro Shaver sugerido de baja"
AE-243-23,2023,20-11-2023,EQUIPO,PQC,1,VIDEOENDOSCOPIO FLEXIBLE DE INTUBACIÓN,KARL STORZ,72683,Préstamo de la UDA al HRC
AE-244-23,2023,23-11-2023,ACCESORIO,POLICLÍNICO UROLOGÍA,1,CONTENEDOR DE ÓPTICA,NA,NA,Reich hace devolución del contenedor que pertenece a la óptica SN274785
AE-245-23,2023,23-11-2023,EQUIPO,PQC,1,MÓDULO POWER P/TRS,SYNTHES,43170,Equipo Nuevo 
AE-246-23,2023,27-11-2023,EQUIPO,UROLOGÍA,1,BOMBA DE INFUSIÓN,FRESENIUS KABI,25085897,Equipo reparado 
AE-247-23,2023,27-11-2023,EQUIPO,CIRUGÍA,1,BOMBA DE INFUSIÓN,FRESENIUS KABI,25085900,Equipo reparado
AE-248-23,2023,28-11-2023,EQUIPO,CARDIOLOGÍA,1,MONITOR MULTIPÁRAMETROS,MINDRAY,KQ-04038639,Equipo en préstamo de forma transitoria
AE-260-23,2023,28-11-2023,EQUIPAMIENTO,GINE,,LAMAPRA + CAMA,PHILIPS BURTON / MIDMARK,5264535 / NA,
AE-249-23,2023,29-11-2023,EQUIPO,PABELLÓN,1,ÓPTICA 30°,OLYMPUS,,Equipo no reparado / NO OPERATIVO
AE-250-23,2023,29-11-2023,EQUIPO,NEONATOLOGÍA,1,BOMBA DE JERINGA,FRESENIUS KABI,22326606,Reparado por ST 
AE-252-23,2023,05-12-2023,EQUIPO,URGENCIA,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432289,Reparada por ST 
AE-251-23,2023,06-12-2023,EQUIPO,POLICLINICO OTORRINO,1,EQUIPO DE POTENCIALES EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA CLÍNICO),INTERACOUSTICS,934416,Reparado por ST 
AE-254-23,2023,07-12-2023,EQUIPO,PQC,1,VISUALIZADOR DE VENAS + SOPORTE DE MESA,MEDCAPTAIN MEDICAL,6202309000035,Queda pendiente la entrega de base rodable
AE-255-23,2023,07-12-2023,EQUIPO,PEDIATRÍA,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432130,Reparado por ST
AE-256-23,2023,07-12-2023,EQUIPO,UMT,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432158,Reparado por ST
AE-257-23,2023,07-12-2023,EQUIPO,UCI,2,CAMAS CLÍNICAS ALTA COMPLEJIDAD,LINET,20120049392- 20120059204,Caja de transformador no instalada en pared
AE-258-23,2023,11-12-2023,EQUIPO,UTI,1,MONITOR MULTIPARÁMETROS ,MINDRAY,F5-04017525,Reparado por ST
AE-259-23,2023,13-12-2023,EQUIPO ,NEONATOLOGÍA,1,BOMBA DE JERINGA,FRESENIUS KABI,21542044,Reparado por ST
AE-261-23,2023,15-12-2023,EQUIPO,ENDOSCOPIA,1,VIDEOBRONCOSCOPIO ADULTO,FUJIFILM,1B083K206,Reparado por ST
AE-262-23,2023,18-12-2023,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJIFILM,2D103L228,Devolución de equipo en calidad de préstamo desde el HPH a Endoscopia HRC
AE-263-23,2023,18-12-2023,EQUIPAMIENTO,URGENCIA,3,CAMILLAS CLÍNICAS HIDRÁULICAS,SAIKANG,NA,"Reposición equipos y equipamiento hospitalarios, clase apoyo clínico, SSA"
AE-264-23,2023,18-12-2023,EQUIPOS,PQC,2,ELECTROBISTURÍ,COVIDIEN,T3G66399DX / T3G66415DX,"Eq. Nuevo proyecto ""Reposición de electrobisturí para los establecimientos de la red asistencial de salud"""
AE-253-23,2023,19-12-2023,EQUIPO,POLICLÍNICO DEL DOLOR ONCOLÓGICO,1,MONITOR MULTIPARÁMETROS DE TRANSPORTE,COMEN,K3220225011,Reposición de equipos médicos de la red asistencial de SSA en el marco plan Cáncer
AE-265-23,2023,19-12-2023,EQUIPO,URGENCIA,1,MONITOR DE PACIENTES,PHILIPS,CN54507116,Reparado por ST
AE-266-23,2023,19-12-2023,ACCESORIO,CARDIOLOGÍA,1,CABLE DEA,NIHON KOHDEN,49682,-
AE-267-23,2023,19-12-2023,EQUIPO,MEDICINA,1,BIPAP,PHILIPS,8772080312-06,DONACION FEDES
AE-268-23,2023,22-12-2023,EQUIPO,PABELLÓN CENTRAL,3,02 MODULOS Y 01 BASE PRIMEA,FRESENIUS KABI,21035062 / 23408564 / 21031966,Reparado por ST
AE-269-23,2023,22-12-2023,EQUIPO,UCA - UNIDAD DE ALIMENTACION Y NUTRICION,1,BOMBA DE ALIMENTACIÓN,FRESENIUS KABI,25328758,Reparado por ST
AE-271-23,2023,22-12-2023,EQUIPO,MEDICINA NUCLEAR,1,BOMBA DE JERINGA,MEDCAPTAIN,917499200517684,"Equipo de rspaldo, mientras se repara el equipo de la Unidad enviado a ST."
AE-270-23,2023,22-12-2023,EQUIPO,CDT - OFTALMOLOGIA,1,TÓNOMETRO,CLEMENT CLARKE,2509T3,-
AE-001-24,2024,03-01-2024,EQUIPO,SUBDIRECCION CDT,3,BALANZAS DIGITALES PARA ADULTOS CON TALLIMETRO MECÁNICO,OMRON,,1554-2632-AG23
AE-002-24,2024,05-01-2024,EQUIPO,CDT - ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJINON,2D103L228,MP al día por ST Endos
AE-003-24,2024,11-01-2024,EQUIPO,REHABILITACION,VARIOS,CONVENIO ASISTENCIAL DOCENTE ENTRE SSA Y UNIVERSIDAD SANTO TÓMAS,VARIOS,VARIOS,Res. Exenta N°710. Financiada por la institución educativa por el uso de los campos clínicos del HRC
AE-004-24,2024,11-01-2024,EQUIPO,URGENCIA ADULTO/PEDIÁTRICO,1 / 2,ELECTROCARDIOGRAFO / 02 OFTALMOSCOPIO DE BOLSILLO,CARDIOLINE / WELCH ALLYN,00122308 / NA,Res. Exenta N°710. Financiada por la institución educativa por el uso de los campos clínicos del HRC
AE-006-24,2024,12-01-2024,EQUIPO,UCI - UNIDAD DE CUIDADOS INTENSIVOS,2,CAMA DE ALTA COMPLEJIDAD,LINET,20120056841 / 20120056861,DONACIÓN FEDES
AE-005-24,2024,17-01-2024,EQUIPO,UCI - UNIDAD DE CUIDADOS INTENSIVOS,1,EQUIPO DE HEMODIALFILTRACIÓN PORTÁTIL,B BRAUN,224610653,-
AE-007-24,2024,30-01-2024,EQUIPO,CDT - ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJIFILM,9G391K273,Reparado por ST Endos
AE-008-24,2024,30-01-2024,EQUIPO,URGENCIA OBSTÉTRICA,2,MONITORES MULTIPARÁMETROS,MINDRAY,KQ-040-39125/KQ-040-39702,DEVOLUCIÓN DESDE EL SERVICIO DE MEDICINA
AE-009-24,2024,13-02-2024,EQUIPO,PABELLÓN CENTRAL,2,MONITORES MULTIPARÁMETROS ,MINDRAY,KQ-04039741 / KQ-04039576,ENTREGA DE MONITORES POR OBSOLECENCIA DE MONITORES 
AE-010-24,2024,21-02-2024,EQUIPO,MEDICINA NUCLEAR,1,BOMBAS DE JERINGA,MEDCAPTAIN,6002205000070,DONACIÓN FEDES
AE-011-24,2024,01-03-2024,EQUIPO,MEDICINA NUCLEAR,1,DETECTOR DE RADIACIÓN (CONTADOR GEIGER),SEI,25918,SE SUGIERE LA BAJA DEL EQUIPO IT-001-24
AE-012-24,2024,01-03-2024,EQUIPO,UTI - UNIDAD DE TRATAMIENTOS INTERMEDIOS ,2,BOMBAS DE INFUSIÓN PLUM 360,ICUMEDICAL,42432156 / 42431819,BOMBAS REPARADAS POR ST 
AE-013-24,2024,01-03-2024,EQUPO,UCI - UNIDAD DE CUIDADOS INTENSIVOS,2,BOMBAS DE INFUSIÓN PLUM 360,ICUMEDICAL,42431819 / 42432152,BOMBAS REPARADAS POR ST 
AE-014-24,2024,08-03-2024,ACCESORIO,POLICLINICO DE CARDIOLOGIA,2,CABLES DE PACIENTE 7-LEAD PARA HOLTER ECG,NA,NA,1554-566-AG24
AE-015-24,2024,12-03-2024,EQUIPO,MEDICINA,1,BOMBA DE JERINGA,MEDCAPTAIN,6002205000070,CALIBRADO POR ST ONEWAY SpA
AE-016-24,2024,14-03-2024,EQUIPO,PABELLÓN CENTRAL,1,PIEZA DE MANO DE MÓDULO TRS,SYNTHES,7382,REPARADO POR ST JOHNSON Y JOHNSON
AE-017-24,2024,14-03-2024,EQUIPO,POLICLINICO DE CARDIOLOGIA,1,IMPRESORA,CANON,AGKX00301,-
AE-018-24,2024,19-03-2024,EQUIPO,PABELLÓN CENTRAL,3 / 2 / 2,03 BOMBAS DE JERINGA / 02 BASE PRIMEA SP / 02 RACKS,FREASENIUS KABI,20349714 - 23408541 - 19959237 / 23765239 - 23372992 / 280318 328 - 280318 292.,REPARADO POR ST FRESENIUS KABI
AE-019-24,2024,22-03-2024,EQUIPO ,CARDIOLOGÍA,1,MONITOR MULTIPARÁMETROS,MINDRAY,KQ-04039628,ENTREGA PROVISORIA 
AE-021-24,2024,24-03-24,EQUIPO,GINECOLOGIA Y OBSTETRICIA,1,MONITOR CARDIOFETAL,GE,SBF07300339GA,DONACIÓN FEDES
AE-020-24,2024,25-03-24,EQUIPO,UCI - UNIDAD DE CUIDADOS INTENSIVOS,2,CAMA DE ALTA COMPLEJIDAD,LINET,20120059209 - 20120056851 ,DONACIÓN FEDES
AE-022-24,2024,27-03-2024,EQUIPO,PARTOS/PREPARTOS,1,MONITOR MULTIPARÁMETROS VISMO,NIHON KOHDEN,102879,Equipo perteneciente anteriormente a UCE y será cedido a contar de la fecha de emisión de esta acta a la Unidad de Parto.
AE-023-24,2024,28-03-2024,EQUIPO,PABELLÓN AMBULATORIO,1,MONITOR MULTIPARÁMETROS VISTA 120,DRAGER,VTSKM0168,REPARADO POR ST DRAGER
AE-024-24,2024,28-03-2024,EQUIPO,PABELLÓN AMBULATORIO,1,MONITOR MULTIPARÁMETROS CM120,PHILIPS,CN54507575,EQUIPO EXTRAVIADO SE REGRESA A SU UNIDAD
AE-025-24,2024,02-04-2024,EQUIPO,NEONATOLOGIA,1,VENTILADOR MECÁNICO NEONATAL,ACUTRONIC MEDICAL,AI10HD-00032,EQUIPO EN DEMO POR MEDIPLEX
AE-026-24,2024,03-04-2024,EQUIPO,PABELLÓN CENTRAL,4,COMPRESORES NEUMÁTICOS ,COVIDEN,V2040482SX / V2040490SX / V2040487SX / V2040495SX,COMODATO 2024
AE-027-24,2024,04-04-2024,ACCESORIO,UCFH (UNIDAD CLÍNICA FORENSE HOSPITALARIA),1,COLPOSCOPIO,WALLACH,1014002 / REF.906043-40TU,DEVOLUCIÓN DEL EQUIPO POR AP-004-24
AE-028-24,2024,09-04-2024,EQUIPAMIENTO,UNIDAD DE INFORMATICA,1,CARRO DE TRANSPORTE EEMM,NA,NA,-
AE-029-24,2024,12-04-2024,EQUIPO,POLICLINICO DE CARDIOLOGIA,1,TRANSDUCTOR ,GE,493118YP4,"TRANSDUCTOR EN ARRIENDO POR 13 CUOTAS, CON COMPROMISO DE COMPRA"
AE-030-24,2024,18-04-2024,EQUIPO,CDT - ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,8C688K106,EQ. REPARADO POR ST
AE-031-24,2024,18-04-2024,EQUIPO,CDT - ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,3C496A020,EQUIPO EN BACK UP POR ENDOS
AE-032-24,2024,19-04-2024,EQUIPO,CDT - FONOAUDIOLOGÍA,1,AUDIÓMETRO + AUDÍFONO + PULSADOR + MICRÓFONO,INTERACOUSTIC,937149,EQUIPO REPARADO POR ST
AE-033-24,2024,19-04-2024,EQUIPO,CDT - ENDOSCOPIA,1,COMPUTADOR DE ESTACIÓN DE CAPTURA,HP,8CC1242GTR,SE DEVUELVE BAJO LA MISMA CONDICIÓN
AE-034-24,2024,22-04-2024,EQUIPAMIENTO,CDT - FONOAUDIOLOGÍA,1,VIBRADOR ÓSEO RADIOWEAR B71W,INTERACOUSTIC,NA,PENDIENTE DESDE  AE-032-24
AE-035-24,2024,23-04-2024,ACCESORIO,PABELLÓN CENTRAL,8,01 SENSOR SPO2 / 01 CABLE ECG SNAP 3 LEAD / 01 SOPORTE MULTIMED / 01 CABLE TRONCAL ECG / 01 CABLE CONECTOR ECG / 01 SENSOR SPO2 CLIP / 02 MANGUERAS / 02 MANGOS PANI,NA,NA,ACCESORIOS PARA MMP DRAGER 120 Y DELTA
AE-036-24,2024,23-04-2024,EQUIPO,UPC,8,COMPRESORES NEUMÁTICOS ,COVIDEN,V2040492SX / V2040542SX / V2040544SX / V2040499SX / V2040538SX / V2040475SX / V2040493SX / V2040541SX.,COMODATO 2024
AE-037-24,2024,23-04-2024,EQUIPO,CIRUGIA,2,COMPRESORES NEUMÁTICOS ,COVIDEN,V2040548SX / V2040530SX,COMODATO 2024
AE-038-24,2024,23-04-2024,EQUIPO,TRAUMATOLOGÍA,2,COMPRESORES NEUMÁTICOS ,COVIDEN,V2045042SX / V2040486SX,COMODATO 2024
AE-039-24,2024,23-04-2024,EQUIPO,MEDICINA,2,COMPRESORES NEUMÁTICOS ,COVIDEN,V2045072SX / V2040545SX,COMODATO 2024
AE-040-24,2024,23-04-2024,EQUIPO,NEUROLOGÍA,2,COMPRESORES NEUMÁTICOS ,COVIDEN,V2040479SX / V2040477SX,COMODATO 2024
AE-041-24,2024,07-05-2024,EQUIPO,B BRAUN,1,DIAPACT CRRT,B BRAUN,3738,SE DEVUELVE A B BRAUN
AE-042-24,2024,10-05-2024,EQUIPO,OTORRINO,1,EQUIPO DE POTENCIALES EVOCADOS AUDITIVOS DE TRONCO CEREBRAL,INTERACOUSTICS,934416,EQ. REVISADO Y CALIBRADO POR ST
AE-043-24,2024,14-05-2024,EQUIPO,UPC,1,MONITOR MULTIPARÁMETROS DE TRANSPORTE,PHILIPS,DE69481922,EQ. REPARADO POR ST
AE-044-24,2024,16-05-2024,EQUIPAMIENTO,PABELLÓN CENTRAL,3 / 1 / 1 / 1 /12,03 APOYA BRAZOS / 01 COJIN SOPORTE DE CABEZA / 01 COJIN APOYA ESPALDA / 01 PAD SECCIÓN PIERNAS (2PARTES) / 12 SET DE MANGOS ESTERILIZABLES,TRUMPF,ADJUNTO EN EL DETALLE,SEM-050-24
AE-045-24,2024,29-05-2024,EQUIPO,PABELLÓN DE GINECOLOGÍA,1,MESA QUIRÚRGICA ELECTROMECÁNICA,TRUMPF,1229194 / 100263697,Mesa en calidad de préstamo desde el Hospital Provincial del Huasco
AE-046-24,2024,30-05-2024,ACCESORIO,DENTAL,1,BATERÍA MOTOR DE ENDODONCIA,DENSPLY,NA,"SEM-057-24, queda pendiente una batería"
AE-047-24,2024,30-05-2024,EQUIPO,PABELLÓN CENTRAL,1,MODULO DE PODER TRS,SYNTHES,28352,DOCUMENTO NULO
AE-050-24,2024,30-05-2024,EQUIPO,PABELLÓN CENTRAL,1,MODULO DE PODER TRS,SYNTHES,(21) 45968,EQUIPO NUEVO
AE-048-24,2024,31-05-2024,EQUIPO,CARDIOLOGÍA,1,MONITOR MULTIPARÁMETROS,MINDRAY,KQ-04039767,EQ. REPARADO POR ST
AE-049-24,2024,03-06-2024,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,1C667K065,EQ. REPARADO POR ST
AE-051-24,2024,04-06-2024,EQUIPO,PABELLÓN CENTRAL,1,MODULO DE PODER TRS,SYNTHES,28352,NO OPERATIVO
AE-052-24,2024,10-06-2024,EQUIPO,URGENCIA,1,VENTILADOR MECÁNICO DE TRANSPORTE,HAMILTON MEDICAL,7712,EQ. REPARADO POR ST
AE-053-24,2024,10-06-2024,EQUIPO,UTI,1,MONITOR MULTIPARÁMETROS,MINDRAY,KQ-04039660,EQ. REPARADO POR ST
AE-054-24,2024,11-06-2024,ACCESORIO,DENTAL,1,BATERÍA MOTOR DE ENDODONCIA,DENSPLY,NA,Se hace entrega batería pendiente en AE-046-24
AE-055-24,2024,12-06-2024,EQUIPO,CARDIOLOGÍA,1,ELECTROCARDIÓGRAFO,CARDIOLINE,0512230D,Equipo nuevo OC N°1554-1504-SE24
AE-056-24,2024,17-06-24,EQUIPO,UTI,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432072,REPARADO POR ST
AE-057-24,2024,18-06-24,EQUIPO,NEONATOLOGIA,2,BOMBA DE INFUSIÓN,ICU MEDICAL,42432170 / 42432194,REPARADO POR ST
AE-058-24,2024,24-06-2024,ACCESORIO,UCI,12 / 2 / 1,"12 PORTASUEROS, 02 SOPORTE CILINDRO O2 Y 01 KIT DE ESTABILIZACIÓN LATERAL",LINET,NA,"Entrega parcial, queda pendiente 01 Kit de estabilización y 04 portacilindros"
AE-059-24,2024,25-06-24,EQUIPO,HOSPITAL DE CHAÑARAL,1,MONITOR CARDIOFETAL,GENERAL ELECTRIC,SBF06120128GA,DONACION A CHAÑARAL POR DEVOLUCIÓN DE EQUIPO
AE-060-24,2024,26-06-2024,EQUIPO,PARTOS/PREPARTOS,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432239,REPARADO POR ST
AE-061-24,2024,26-06-2024,EQUIPO,UTI,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432210,REPARADO POR ST
AE-062-24,2024,26-06-2024,EQUIPO,PEDIATRÍA,1,BOMBA DE INFUSIÓN,ICU MEDICAL,42432205,REPARADO POR ST
AE-063-24,2024,28-06-2024,EQUIPO,URGENCIA,1,ELECTROCARDIÓGRAFO,CARDIOLINE,0563230E,Equipo nuevo OC N°1554-1504-SE24
AE-064-24,2024,01-07-24,EQUIPO,GINECOLOGÍA Y OBTETRICIA,1,MONITOR CARDIOFETAL,GENERAL ELECTRIC,SAS12048391PA,DEVOLUCIÓN DE CHAÑARAL
AE-065-24,2024,03-07-2024,EQUIPAMIENTO,PABELLÓN CENTRAL,1,PEDAL DE MOTOR DE CRANEOTOMÍA,N/A,2404002,EQUIPO NUEVO ENVIADO POR PROVEEDOR
AE-066-24,2024,03-07-2024,EQUIPO,MEDICINA TRANSFUSIONAL,1,CENTRIFUGA DE LAVADO DE CÉLULAS,HETTICH,314,EQUIPO REPARADO POR ST
AE-067-24,2024,05-07-24,EQUIPO,HOSPITAL DE DIEGO,1,MESA QUIRÚRGICA MECÁNICA,Steris Amsco.,400297023,DONACIÓN FEDES
AE-068-24,2024,09-07-24,EQUIPAMIENTO,UPC,1,CONTROLES CAMAS LINET,LINET,N/A,DONACIÓN FEDES
AE-069-24,2024,09-07-2024,EQUIPAMIENTO,PABELLÓN CENTRAL,1,MESA DE MANO,BAXTER (TRUMPF),109410612,OC N°1554-1847-SE24
AE-070-24,2024,10-07-2024,EQUIPO,GINECOLOGÍA Y OBTETRICIA,1,MONITOR CARDIOFETAL,GE,SAS12048391PA,DEVOLUCIÓN DE CHAÑARAL
AE-071-24,2024,12-07-2024,EQUIPAMIENTO,POLICLÍNICO GINECOLOGÍCO,1,TRANSDUCTOR,GE,223198KR3,REPARADO POR ST
AE-072-24,2024,12-07-2024,EQUIPAMIENTO,UCI,1,CABLE INTERFAZ PIC,REUMEDIC,K8165774,ADQUISICIÓN
AE-073-24,2024,24-07-2024,EQUIPO,TRAUMATOLOGÍA,2,BOMBAS DE INFUSIÓN,FRESENIUS KABI,25140945 / 25085897,REPARADO POR ST
AE-074-24,2024,24-07-2024,EQUIPO,UROLOGÍA,1,BOMBA DE INFUSIÓN,FRESENIUS KABI,25140975,REPARADO POR ST
AE-075-24,2024,31-07-2024,EQUIPO,PABELLÓN CENTRAL,2,VAPORIZADORES SEVOFLURANO O2,PENLON,D0424-04551 / D0424-0452,COMODATO
AE-076-24,2024,01-08-2024,EQUIPO,PABELLÓN CENTRAL,1 / 1,01 STIMPOD / 01 BOMBA DE JERINGA,XAVANT / FRESENIUS,4502100445 / 2308543,REPARADO POR ST
AE-077-24,2024,07-08-2024,EQUIPO,PABELLÓN CENTRAL,1,PIEZA DE MANO TRS,SYNTHES,7382,"EQUIPO NO OPERATIVO, DAR DE BAJA"
AE-078-24,2024,12-08-2024,EQUIPO,SUBDIRECCIÓN DE GESTIÓN ASISTENCIAL ABIERTA,1,ECÓGRAFO VOLUSON P8,GENERAL ELECTRIC,VP8206333,"PROYECTO ""ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTOS CAU"""
AE-079-24,2024,13-08-2024,EQUIPO,CLÍNICA ATACAMA,2,VENTILADORES MECÁNICOS,AEONMED,XZZT17508 / XZZU9667,EQUIPOS EN CALIDAD DE ARRIENDO A LA CLÍNICA
AE-080-24,2024,14-08-2024,EQUIPO,SALA DE PISO PÉLVICO,1,CALENTADOR DE GEL,PARKER,023008CC16,PENDIENTE EN AE-078-24
AE-081-24,2024,14-08-2024,EQUIPOS,ENDOSCOPIA,1 / 1,01 VIDEOCOLONOSCOPIO / 01 VIDEOPANENDOSCOPIO,FUJINON,3C654A507 / 1G391K496,EQUIPOS EN CALIDAD DE PRÉSTAMO POR ENDOS
AE-082-24,2024,16-08-2024,EQUIPO,ENDOSCOPIA,1,01 VIDEOPANENDOSCOPIO,FUJINON,1G361K070,EQUIPO EN CALIDAD E PRÉSTAMO POR ENDOS
AE-083-24,2024,19-08-2024,EQUIPAMIENTO,PABELLÓN AMBULATORIO,1,CONTROL PARA MESA QUIRÚRGICA,GETINGE MAQUET,9108,1554-1494-SE24
AE-084-24,2024,19-08-2024,ACCESORIOS,NEONATOLOGIA,14,CAJAS DE FILTROS DE AIRE,GIRAFFE,REF. 2107356-001,CADA CAJA CONTINE 10 FILTROS NUEVOS
AE-085-24,2024,21-08-2024,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJINON,2D103L227,EQUIPO REPARADO POR ST
AE-086-24,2024,21-08-2024,EQUIPO,UTI,1,BOMBA DE INFUSIÓN PLUM360,ICU MEDICAL,42431912,EQUIPO REPARADO POR ST
AE-087-24,2024,21-08-2024,EQUIPO,UCI,1,BOMBA DE INFUSIÓN PLUM360,ICU MEDICAL,42432143,EQUIPO REPARADO POR ST
AE-088-24,2024,27-08-2024,EQUIPO,PABELLÓN CENTRAL,1,SET DE VIDEOLARINGOSCOPIO,VERATHON,NA,EQUIPO EN DEMO
AE-089-24,2024,27-08-2024,EQUIPO,PABELLÓN CENTRAL,1,SET DE VIDEOLARINGOSCOPIO,HAIYE,NA,EQUIPO EN DEMO
AE-090-24,2024,29-08-2024,EQUIPO,PABELLÓN AMBULATORIO,1,FACOEMULSIFICADOR,ZEISS,6407100548,EQUIPO EN DEMO
AE-092-24,2024,04-09-2024,EQUIPO,UCI,2,BOMBAS DE NFUSIÓN,UCU MEDICAL,42432323 / 42432263,EQUIPO REPARADO POR ST
AE-091-24,2024,05-09-2024,EQUIPO,DENTAL,1,UNIDAD DENTAL PORTÁTIL,SUNGO,,EQUIPO NUEVO
AE-093-24,2024,05-09-2024,EQUIPO,FARMACIA CENTRAL,1,ENVASADORA DE MEDICAMENTOS,OPUS 30G,MUH0206240096,1552-501-SE24
AE-094-24,2024,13-09-2024,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,8C688K108,EQUIPO REPARADO POR ST
AE-095-24,2024,25-09-2024,EQUIPO,ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJINON,9G391K273,EQUIPO REPARADO POR ST
AE-096-24,2024,30-09-2024,EQUIPO,PABELLÓN CENTRAL,1 / 1,01 PIEZA DE MANO / 01 ADAPTADOR DE SIERRA,SYNTHES,(21)24765 / 7797,EQUIPO REPARADO POR ST
AE-097-24,2024,02-10-2024,EQUIPO,UCI,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432299,EQUIPO REPARADO POR ST
AE-098-24,2024,02-10-2024,EQUIPO,UTI,1,BOMBA DE INFUSIÓN PLUM 360,ICU MEDICAL,42432187,EQUIPO REPARADO POR ST
AE-099-24,2024,24-10-2024,ACCESORIO,PABELLÓN AMBULATORIO,2,CONECTORES DE NITRÓGENO,NA,NA,PRÉSTAMO POR LA EMPRESA
AE-100-24,2024,24-10-2024,EQUIPO,PEDIATRÍA,2,CNAF,FISHER & PAYKEL,200611138754 / 200609137853,DEVOLUCIÓN DE NEO A PEDIATRÍA
AE-101-24,2024,28-10-2024,EQUIPO,ENDOSCOPIA,1,VIDEOPANENDOSCOPIO,FUJINON,9G391K275,EQUIPO REPARADO POR ST
AE-102-24,2024,30-10-2024,EQUIPO,ESTERILIZACIÓN,1,MICROMOTOR,NA,NA,-
